,feature_names,target_names,task_id
314,"('IngredientCost', 'DishComplexity', 'KitchenTools', 'ChefSkill')",ProfitMargin,314
315,"('LeadershipDecisiveness', 'EmployeeMorale', 'EconomicConditions', 'CompetitorPressure')",CompanyPerformance,315
316,"('StudentPreparedness', 'TeacherEffectiveness', 'AssignmentRelevance', 'ExamDifficulty')",FinalGrade,316
317,"('SleepQuality', 'StressManagement', 'NutritionPlan', 'ExerciseRegimen')",WellnessOutcome,317
318,"('SoilQuality', 'IrrigationMethod', 'SunlightHours', 'PestManagement')",CropYield,318
319,"('EmployeeSkillLevel', 'PaySatisfaction', 'AdvancementOpportunity', 'ManagementSupport')",RetentionLikelihood,319
320,"('PrototypeQuality', 'DeveloperExpertise', 'FeatureSet', 'BudgetConstraints')",ProductMarketFitLikelihood,320
321,"('DietChoices', 'PhysicalActivity', 'ChronicDiseaseRiskFactors', 'LifestyleStability')",LifeExpectancy,321
322,"('LeadershipAlignment', 'EmployeeEngagement', 'OperationalEfficiency', 'MarketConditions')",BusinessGrowth,322
323,"('Musicality', 'Technique', 'Style', 'Originality')",AuditionSuccess,323
324,"('ObservationSkills', 'Creativity', 'Persistence', 'Luck')",ScientificDiscovery,324
325,"('EffortLevel', 'InnateAbility', 'MentorshipQuality', 'ResourceAvailability')",CareerTrajectory,325
326,"('NutritionPlanAdherence', 'Genetics', 'ToxinExposure', 'HealthcareAccess')",DiseaseManifestation,326
327,"('EmployeeMorale', 'WorkloadBalance', 'ManagerSupport', 'ProfessionalDevelopment')",PerformanceRating,327
328,"('PrototypeIterations', 'MarketResearch', 'FeaturePrioritization', 'Fundingrunway')",Product,328
329,"('Plantheight', 'Leafwidth', 'Stemthickness', 'Flowersize')",Fruityield,329
330,"('Length', 'Width', 'Height', 'Weight')",Structuralintegrity,330
331,"('wires', 'resistors', 'capacitors', 'transistors')",circuitefficiency,331
332,"('Studytime', 'Practicetests', 'Tutoringhours', 'Gradegoal')",Testscore,332
333,"('Rainfall', 'Sunlight', 'SoilpH', 'Fertilizer')",Cropyield,333
334,"('Age', 'Income', 'Debt', 'Assets')",Creditscore,334
335,"('Acceleration', 'Mass', 'Friction', 'Drag')",Topspeed,335
336,"('Inflation', 'Unemployment', 'GDP', 'Interestrates')",Currencyvalue,336
337,"('Size', 'Weight', 'Horsepower', 'Fuelefficiency')",Topspeed,337
338,"('Practicehours', 'Coachingquality', 'Equipment', 'Tournamentprep')",Ranking,338
339,"('Length', 'Complexity', 'Readability', 'Topic')",Booksales,339
340,"('Budget', 'Runtime', 'Genre', 'Starpower')",Boxoffice,340
341,"('Condition', 'Mileage', 'Features', 'Age')",Resalevalue,341
342,"('Teamchemistry', 'Coach', 'Talent', 'Injuries')",Wins,342
343,"('Fat', 'Protein', 'Carbs', 'Fiber')",Calories,343
344,"('Temperature', 'Pressure', 'Volume', 'Moles')",Density,344
345,"('Principal', 'Interestrate', 'Term', 'Creditscore')",Monthlypayment,345
346,"('Woolquality', 'Dyequality', 'Stitchcount', 'Seamstrength')",Sweaterdurability,346
347,"('Age', 'Medicalhistory', 'Lifestyle', 'Genetics')",Lifeexpectancy,347
348,"('Sugar', 'Eggs', 'Fat', 'Leaveningagent')",Cakefluffiness,348
349,"('Length', 'Complexity', 'Tone', 'Imagery')",Poemappreciation,349
350,"('Bass', 'Treble', 'Volume', 'Equalizersettings')",Soundquality,350
351,"('Legstrength', 'Corestrength', 'Flexibility', 'Balance')",Highjumpheight,351
352,"('Supply', 'Demand', 'Marketing', 'Reviews')",Sales,352
353,"('Proximity', 'foundation', 'buildquality', 'amenities')",Propertyvalue,353
354,"('Velocity', 'Angle', 'Height', 'Spin')",Freethrowpercentage,354
355,"('Water', 'Sunlight', 'Soilquality', 'Care')",Planthealth,355
356,"('Displacement', 'Shafthorsepower', 'Propulsion', 'Trim')",Topspeed,356
357,"('Attack', 'Defense', 'Agility', 'Strategy')",Chessrating,357
358,"('Caffeinecontent', 'Sugarcontent', 'Acidity', 'Aroma')",Tasterating,358
359,"('Education', 'Motivation', 'Creativity', 'Perseverance')",Innovation,359
360,"('Melody', 'Harmony', 'Rhythm', 'Lyrics')",Songpopularity,360
361,"('Capital', 'Management', 'Innovation', 'Timing')",Companygrowth,361
362,"('Acidity', 'Body', 'Aroma', 'Finish')",Winerating,362
363,"('Attitude', 'Preparation', 'Fitness', 'Focus')",Examscore,363
364,"('Procedure', 'Conditions', 'Complications', 'Aftercare')",Surgicaloutcome,364
365,"('Proximitysensors', 'Lidar', 'Processorspeed', 'Batterylife')",Safedriving,365
366,"('Weight', 'Balance', 'Rigidity', 'Durability')",Bicyclespeed,366
367,"('Notesplayed', 'Expression', 'Technique', 'Interpretation')",Musicquality,367
368,"('Saturation', 'Contrast', 'Depthoffield', 'Lighting')",Photoquality,368
369,"('RPM', 'Pedalspeed', 'Heartrate', 'Route')",Caloriesburned,369
370,"('Relevantkeywords', 'Engagingcontent', 'Imagesused', 'Callstoaction')",Webtraffic,370
371,"('Verbalskills', 'Emotionalintelligence', 'Experience', 'References')",Managerrating,371
372,"('Linesofcode', 'Documentation', 'Comments', 'Testing')",Softwaremaintainability,372
373,"('Weight', 'Balance', 'Flexibility', 'length')",Golfswingsmoothness,373
374,"('Problemidentification', 'Solutiondesign', 'Prioritization', 'Budgetallocation')",Civicimprovement,374
375,"('Branding', 'Marketing', 'Differentiation', 'Customerservice')",Customerloyalty,375
376,"('Timing', 'Torque', 'Aimpoint', 'Spinrate')",Targetaccuracy,376
377,"('Confidence', 'Passion', 'Humility', 'Grit')",Leadershipeffectiveness,377
378,"('Glycemicindex', 'Macronutrients', 'Mitochondrialnutrients', 'Phytonutrients')",Metabolichealth,378
379,"('Revenue', 'Expenses', 'Assets', 'Liabilities')",Profitability,379
380,"('Frequencyresponse', 'Harmonicdistortion', 'Outputpower', 'Dynamicrange')",Speakerquality,380
381,"('Contentquality', 'Usefulness', 'Uniqueness', 'Recency')",Articlevisibility,381
382,"('Rhythm', 'Melody', 'Harmony', 'Structure')",Emotionalimpact,382
383,"('Creativity', 'Persistence', 'Adaptability', 'Communication')",Entrepreneurialsuccess,383
384,"('Loyalty', 'Satisfaction', 'Referrals', 'Feedbacksurveys')",Customerretention,384
385,"('Probiotics', 'Vitamins', 'Minerals', 'Fiber')",Guthealth,385
386,"('Openrate', 'Clickrate', 'Conversionrate', 'Unsubscriberate')",Emailsuccess,386
387,"('Brandawareness', 'Messagematch', 'Calltoaction', 'Placement')",Campaignresults,387
388,"('Recipecomponents', 'Cookingtechnique', 'Freshness', 'Presentation')",Mealenjoyment,388
389,"('Dosage', 'Administrationmethod', 'Age', 'Medicalhistory')",Treatmentefficacy,389
390,"('Datasources', 'Datastructure', 'Analysismethods', 'Visualization')",Insightgeneration,390
391,"('Materials', 'Height', 'Connectionstrength', 'Designelegance')",Furnituredurability,391
392,"('Pricesensitivity', 'Incomelevels', 'Purchasedrivers', 'Switchingcosts')",Marketshare,392
393,"('Designefficiency', 'Materialsused', 'Aesthetics', 'Functionality')",Architectureaward,393
394,"('Productvalue', 'Servicerating', 'Pricecompetitiveness', 'Availability')",Retailerpopularity,394
395,"('Cast', 'Screenplay', 'Direction', 'Editing')",Filmawards,395
396,"('Ideageneration', 'Risktolerance', 'Capitalrequirements', 'Managementapproach')",Startuppotential,396
397,"('Brightness', 'Coloraccuracy', 'Refreshrate', 'Resolution')",Displayquality,397
398,"('Growthstrategy', 'Leadership', 'Financialposition', 'Brandequity')",Investorconfidence,398
399,"('Characterization', 'Pacing', 'Originality', 'Subtext')",Screenplayoption,399
400,"('Spectrum', 'Clarity', 'Cut', 'Color')",Diamondrating,400
401,"('Userfriendliness', 'Processingspeed', 'Expandability', 'Compatibility')",Devicepopularity,401
402,"('Chassisrigidity', 'Suspensiontuning', 'Weightbalance', 'Aerodynamics')",Laptime,402
403,"('Format', 'Timing', 'Originality', 'Delivery')",Comedyshowattendance,403
404,"('Youthdevelopment', 'Nutrition', 'Medicalcare', 'Safety')",Athleteperformance,404
405,"('Interviews', 'Documents', 'Factchecking', 'Balance')",Newscredibility,405
406,"('Tone', 'Phrasing', 'Expression', 'Technicalskill')",Soloquality,406
407,"('Seasoning', 'Technique', 'Presentation', 'Pairings')",Dishrating,407
408,"('Soilnutrients', 'Sunexposure', 'Variety', 'Maintenance')",Flowerbeauty,408
409,"('Storyline', 'Gameplay', 'Visuals', 'Replayvalue')",Gamerating,409
410,"('Colorpalette', 'Linevariation', 'Composition', 'Concept')",Paintingexhibitplacement,410
411,"('Price', 'Amenities', 'Crimerate', 'Commutetime')",Homepurchasedecision,411
412,"('Productresearch', 'Siteoptimization', 'Usertesting', 'Adplacement')",Ecommercerevenue,412
413,"('Diet', 'Exercise', 'Stressmanagement', 'Sleepquality')",Healthscore,413
414,"('Soapingredients', 'Timeefficiency', 'Skintype', 'Fragrance')",Cleaningpower,414
415,"('Purpose', 'Tone', 'Structure', 'Vividness')",Passageclarity,415
416,"('Camber', 'Toe', 'Caster', 'Tirepressures')",Handlingbalance,416
417,"('Materialproperties', 'Designconcept', 'Psychographics', 'Pricepoint')",Productdesirability,417
418,"('Programmingparadigm', 'Codereadability', 'Modularity', 'Documentation')",Softwarequality,418
419,"('Treatmentfrequency', 'Medicationtype', 'Sideeffectmanagement', 'Adherence')",Symptomimprovement,419
420,"('Shotlength', 'Scenevariety', 'Lighting', 'Sounddesign')",Filmfestivalselection,420
421,"('Brandmission', 'Culture', 'Empowerment', 'Accountability')",Employeeengagement,421
422,"('Dataaccuracy', 'Algorithmefficiency', 'Computeresources', 'Modelarchitecture')",MLperformance,422
423,"('Ingredientquality', 'Heatcontrol', 'Plating', 'Recipeevolution')",Chefreputation,423
424,"('Melodiccontour', 'Rhythmicfeel', 'Harmonicpalette', 'Arrangement')",Songcraft,424
425,"('Treeheight', 'Trunkdiameter', 'Leafarea', 'Canopywidth')",Timbervolume,425
426,"('Length', 'Width', 'Thickness', 'Weight')",Structuralintegrity,426
427,"('Processorspeed', 'RAM', 'GPUmemory', 'Storagespace')",Gameperformance,427
428,"('Age', 'Income', 'Education', 'Hoursworked')",Jobperformance,428
429,"('Rainfall', 'Temperature', 'SoilpH', 'Fertilizerused')",Cropyield,429
430,"('Exercisetime', 'Diet', 'Stresslevel', 'Sleepquality')",Healthscore,430
431,"('Velocitystart', 'Angle', 'Height', 'Spin')",Basketballshotsuccess,431
432,"('IngredientA', 'IngredientB', 'IngredientC', 'IngredientD')",Taste,432
433,"('Height', 'Armspan', 'Leglength', 'Footsize')",Clothingsize,433
434,"('Humidity', 'Sunlight', 'Water', 'Fertilizer')",Plantgrowth,434
435,"('Weight', 'Displacement', 'Enginepower', 'Fuelcapacity')",Speed,435
436,"('Flour', 'Sugar', 'Butter', 'Eggs')",Caketexture,436
437,"('Cost', 'Safetyrating', 'Mileage', 'Maintenancecost')",Carpreference,437
438,"('Length', 'Surfability', 'Wavesize', 'Windspeed')",Surfingexperience,438
439,"('Bass', 'Treble', 'Midrange', 'Volume')",Soundquality,439
440,"('Fat', 'Protein', 'Carbs', 'Fiber')",Caloriecount,440
441,"('Size', 'Brilliance', 'Clarity', 'Cut')",Diamondprice,441
442,"('Principal', 'Interestrate', 'Term', 'Creditscore')",Loanapproval,442
443,"('IngredientX', 'IngredientY', 'IngredientZ', 'IngredientQ')",Foodtaste,443
444,"('Height', 'Flowersize', 'Scent', 'Colorvibrancy')",Beautyscore,444
445,"('IssueI', 'IssueII', 'IssueIII', 'IssueIV')",Debateoutcome,445
446,"('Length', 'Complexity', 'Imagery', 'Rhymescheme')",Poembeauty,446
447,"('Durability', 'Comfort', 'Style', 'Cost')",Shoepreference,447
448,"('Bryozoacount', 'Ascidiancount', 'Fishspecies', 'Coralcover')",Reefhealth,448
449,"('Melody', 'Harmony', 'Rhythm', 'Lyrics')",Songpopularity,449
450,"('Acidity', 'Body', 'Sweetness', 'Tannins')",Winerating,450
451,"('Acceleration', 'Topspeed', 'Handling', 'Braking')",Laptime,451
452,"('Brightness', 'Contrast', 'Coloraccuracy', 'Refreshrate')",Displayquality,452
453,"('Population', 'Unemployment', 'Interestrates', 'Tradepolicy')",Economicgrowth,453
454,"('Size', 'Symmetry', 'Markings', 'Colorintensity')",Butterflyvaluation,454
455,"('Hardness', 'Fracturetoughness', 'Thermalconductivity', 'Density')",Toolquality,455
456,"('Bass', 'Midrange', 'Treble', 'Volume')",Audiofidelity,456
457,"('FlavorA', 'FlavorB', 'FlavorC', 'FlavorD')",Foodtastiness,457
458,"('Ductility', 'Hardness', 'Corrosionresistance', 'Meltingpoint')",Alloyusefulness,458
459,"('Acidity', 'Sugars', 'Tannins', 'Alcohol')",Winequality,459
460,"('Size', 'Brilliance', 'Sparkle', 'Color')",Diamondprice,460
461,"('Sunshine', 'Rainfall', 'Wind', 'Temperature')",Plantgrowth,461
462,"('Wingspan', 'Length', 'Weight', 'Enginepower')",Aircraftperformance,462
463,"('Fat', 'Carbs', 'Protein', 'Fiber')",Mealcalories,463
464,"('Hardness', 'Clarity', 'Cutquality', 'Carat')",Gemvalue,464
465,"('Stitching', 'Padding', 'Flexibility', 'Grip')",Glovequality,465
466,"('Across', 'Down', 'Length', 'Width')",Area,466
467,"('CommentA', 'CommentB', 'CommentC', 'CommentD')",Discussionproductivity,467
468,"('Wingspan', 'Enginepower', 'Takeoffspeed', 'Payloadcapacity')",Aircraftutility,468
469,"('Cost', 'Environmentalimpact', 'Safety', 'Convenience')",Transportationpreference,469
470,"('RvWI', 'TvD', 'NARS', 'CoFQ')",Relationshipsatisfaction,470
471,"('Height', 'Trunkthickness', 'Branchdensity', 'Canopyextent')",Treebeauty,471
472,"('ActorA', 'ActorB', 'ActorC', 'ActorD')",Movieinterest,472
473,"('Sweetness', 'Acidity', 'Body', 'Tannins')",Winequality,473
474,"('Acceleration', 'Topspeed', 'Handling', 'Braking')",Racetrackperformance,474
475,"('Width', 'Height', 'Weight', 'Durability')",Tablestability,475
476,"('Legroom', 'Acceleration', 'Handling', 'Trunkspace')",Carpreference,476
477,"('Clearness', 'Brilliance', 'Dispersion', 'Cutquality')",Diamondvalue,477
478,"('Harmony', 'Melody', 'Tempo', 'Lyrics')",Songenjoyability,478
479,"('Softness', 'Absorbency', 'Durability', 'Style')",Towelpreference,479
480,"('Crispness', 'Flakiness', 'Butterytaste', 'Flavor')",Pastryquality,480
481,"('ActorI', 'ActorII', 'ActressI', 'ActressII')",TVshowpopularity,481
482,"('Length', 'Complexity', 'Imagery', 'Rhyme')",Poemquality,482
483,"('Protein', 'Fat', 'Carbs', 'Sugar')",Icecreamtastiness,483
484,"('Tuition', 'Scholarships', 'Graduationrate', 'Faculty')",Collegechoice,484
485,"('Wingspan', 'Length', 'Takeoffspeed', 'Range')",Aircraftcapabilities,485
486,"('Crispness', 'Sweetness', 'Juiciness', 'Size')",Applequality,486
487,"('Grainquality', 'WaterpH', 'Yeaststrain', 'Fermentationtime')",Beertaste,487
488,"('Ridequality', 'Cabinspace', 'Towingcapacity', 'Fueleconomy')",Truckrating,488
489,"('Legroom', 'Seatcomfort', 'Amenities', 'Price')",Airlinepreference,489
490,"('Exploration', 'Social', 'Achievement', 'Skilladvancement')",Gamesatisfaction,490
491,"('Citrus', 'Hoppiness', 'Maltiness', 'Bitterness')",Craftbeerquality,491
492,"('Exploration', 'Social', 'Strategy', 'Economy')",Gameenjoyability,492
493,"('Price', 'Safetyrating', 'Fueleconomy', 'Comfort')",Carpurchase,493
494,"('Exploration', 'Story', 'Visuals', 'Gamelength')",Gamefun,494
495,"('Angle', 'Force', 'Distancetraveled', 'Spin')",Basketballshotaccuracy,495
496,"('Crispness', 'Flavor', 'Spiciness', 'Aftertaste')",Chippreference,496
497,"('Antioxidants', 'VitaminC', 'Anthocyanins', 'Fiber')",Berryhealthfulness,497
498,"('Accuracy', 'Precision', 'Reliability', 'Speed')",Measurementquality,498
499,"('Bitterness', 'Sweetness', 'Sourness', 'Saltiness')",Foodtaste,499
500,"('Hospitality', 'Cleanliness', 'Facilities', 'Location')",Hotelrating,500
501,"('Attractiveness', 'Sharedinterests', 'Financialprospects', 'Valuesalignment')",Datinginterest,501
502,"('Variety', 'Affordability', 'Convenience', 'Customerservice')",Grocerystorepreference,502
503,"('Ridequality', 'Handling', 'Acceleration', 'Topspeed')",Supercarranking,503
504,"('Fruitiness', 'Bitterness', 'Sweetness', 'Alcoholcontent')",Ciderquality,504
505,"('Legroom', 'Entertainment', 'Food', 'Service')",Airlinesatisfaction,505
506,"('Crispness', 'Juiciness', 'Texture', 'Size')",Producequality,506
507,"('Educationquality', 'Sociallife', 'Campusbeauty', 'Value')",Collegeexperience,507
508,"('Leaflength', 'leafwidth', 'treeage', 'shade')",photosynthesisrate,508
509,"('Dietaryfiber', 'potassiumcontent', 'calories', 'shelflife')",vegetablefreshness,509
510,"('Chargetime', 'torque', 'cost', 'warrantylength')",droneflighttime,510
511,"('Rainfall', 'soilmoisture', 'farmerexperience', 'cropyieldhistory')",cornyield,511
512,"('Populationdensity', 'taxrate', 'pollutionlevel', 'crimerate')",housingprices,512
513,"('Processorspeed', 'RAM', 'storage', 'touchscreensize')",laptopperformance,513
514,"('Spending', 'income', 'familysize', 'debtlevel')",creditscore,514
515,"('Porosity', 'waterabsorption', 'durability', 'density')",brickquality,515
516,"('StudentGPA', 'standardizedtestscores', 'classrank', 'attendance')",collegeadmissions,516
517,"('Ingredientcost', 'preparationtime', 'flavor', 'texture')",recipepopularity,517
518,"('Carweight', 'enginesize', 'fuelefficiency', 'amenities')",acceleration,518
519,"('Workerexperience', 'educationlevel', 'IQ', 'traininghours')",jobperformance,519
520,"('Cloudcover', 'windspeed', 'temperature', 'soilpH')",plantgrowth,520
521,"('Advertisingbudget', 'marketawareness', 'price', 'customerreviews')",softwaresales,521
522,"('Sunlightexposure', 'soilnutrients', 'temperature', 'irrigationfrequency')",flowersize,522
523,"('Commutetime', 'neighborhoodsafety', 'squarefootage', 'age')",housevalue,523
524,"('Proteincontent', 'calories', 'taste', 'shelflife')",nutritionbarsales,524
525,"('Age', 'height', 'gender', 'footsize')",walkingspeed,525
526,"('Ozonelevel', 'carbonemissions', 'trafficdensity', 'parkspace')",airquality,526
527,"('Investorexperience', 'marketawareness', 'risktolerance', 'startingcapital')",investmentreturns,527
528,"('Ambientsoundlevel', 'marketawareness', 'venuecapacity', 'ticketprice')",concertattendance,528
529,"('Ingredientsourcing', 'restaurantlocation', 'seatingspace', 'menucreativity')",profitability,529
530,"('Fiberstrength', 'yarnelasticity', 'dyefastness', 'fabricdensity')",clothingdurability,530
531,"('Machinespeed', 'operatorerrors', 'maintenanceschedule', 'partvariety')",manufacturingefficiency,531
532,"('Concentration', 'reactionrate', 'temperature', 'catalysttype')",chemicalyield,532
